class,class_str,count,percentage,avg_energy,std_energy,avg_ca_distance,std_ca_distance,chi1_mean,chi1_std,chi2_mean,chi2_std,chi3_mean,chi3_std,chi4_mean,chi4_std,chi5_mean,chi5_std
82324,+++++,125,0.07131568888102832,3.1953283051711536,0.4443769737553768,6.282382350920416,0.09299335913742421,42.51868587014648,3.798372674397453,-84.29500338709533,4.783347680646391,-94.39219013967588,3.7273499297797885,-81.65891030169092,3.352361448590086,-169.95098317645056,3.605176601497733
77774,+++++,119,0.06789253581473896,2.2529929499463,0.7878562522205648,5.818024608887196,0.21387109122154493,58.95338285756954,8.414102826778215,81.26308922537889,8.642954553525891,78.63590116852436,8.571922412404474,72.44586807762303,10.853119230353276,-169.9152821791662,8.207555243329468
77767,+++++,140,0.07987357154675172,2.8648950330484246,0.6724980833205755,6.158515128006139,0.11960101936774767,60.32331768225108,4.518155702863951,85.33095646057768,3.817902878565889,81.35441713790901,8.188341745677818,96.43644968099343,5.230409300809188,60.364588509556015,5.643173749682318
77737,+++++,91,0.051917821505388616,3.730727032708017,0.5272273776155393,5.226658870106919,0.20124358029411366,61.61736512925508,5.945197106455293,81.85242570617211,4.318883733430904,79.17975298425468,9.159085987822436,-126.53371495867131,4.32877157639771,70.76560576363703,5.982563095757014
77722,+++++,103,0.05876412763796733,1.7919944925244082,0.50904990194045,4.884726755566468,0.20714696053507609,66.85936132775323,8.713293504977788,83.76057883327111,4.706145220135176,87.00467857453316,3.8955958982636347,-58.29479132576363,8.14401030875737,-62.920050224646126,6.831025776554038
77674,+++++,194,0.11068194914335594,2.585068549933204,0.9630541380192223,6.029902090499472,0.1330342976488309,57.38141895755735,5.684596000427638,83.59371664837057,5.7615206641203685,100.09385961371197,8.342653659349303,69.14996062289278,8.112032150738383,-169.56925163163365,6.938695227665316
77622,+++++,2510,1.4320190327310485,1.8183193939799909,0.5078376360802893,4.9876869568759625,0.12836508834807758,63.28184529570728,5.95781285236793,81.3300189689518,5.147893332476068,97.64451599295072,4.785357646498106,-60.52609848641737,5.680149617020986,-60.98079616470251,5.4694647740372755
77612,+++++,72,0.04107783679547231,2.9018344451051195,1.3316812901842146,5.068814143813174,0.2337758789752234,60.13372445496156,8.899306540760227,76.82887589390035,8.76109983421334,100.65087283861591,8.51469880034127,-37.07212178167241,8.664380725154162,-69.9103620076085,7.324099054637245
77372,+++++,145,0.08272619910199284,2.8330753767766157,0.5559228563565644,3.758330387129488,0.17070435565966674,68.56924679338812,5.349813982532128,79.41215781894697,4.951414938331476,-104.26732623667246,4.201438884245076,77.58823862087601,4.889554681710527,-53.19851635796514,5.63361098384879
77371,+++++,93,0.05305887252748507,3.643661126002581,1.0472367330397825,3.7469402563832936,0.04033108992739129,72.23966010524802,7.2927191474816535,78.49376047349658,5.904907808133434,-102.59260371704504,6.971700271723287,64.93019288593905,6.84714536941783,-37.89437734046197,5.181641540945455
